"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","MEX","Mexico","2016","2016",16.7,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","MEX","Mexico","2017","2017",32,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",65.4,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",51.9,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",55.1,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LVA","Latvia","2014","2014",4.7,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LVA","Latvia","2015","2015",1.3,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LVA","Latvia","2016","2016",2.2,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LVA","Latvia","2017","2017",2,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","AZE","Azerbaijan","2017","2017",8.4,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LTU","Lithuania","2014","2014",8.7,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LTU","Lithuania","2015","2015",4.3,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LTU","Lithuania","2016","2016",4,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","LTU","Lithuania","2017","2017",4.5,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","ROU","Romania","2015","2015",17.1,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","ROU","Romania","2016","2016",18.7,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","ROU","Romania","2017","2017",20.8,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","POL","Poland","2014","2014",36,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","POL","Poland","2015","2015",39.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","POL","Poland","2016","2016",43.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","POL","Poland","2017","2017",44.8,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","MKD","North Macedonia","2015","2015",21.7,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","MKD","North Macedonia","2016","2016",15.7,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","BRN","Brunei Darussalam","2016","2016",70,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","EST","Estonia","2014","2014",71,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","EST","Estonia","2015","2015",58.4,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BGR","Bulgaria","2014","2014",30,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BGR","Bulgaria","2016","2016",35.7,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BGR","Bulgaria","2017","2017",43,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","BEL","Belgium","2015","2015",44.8,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","GEO","Georgia","2016","2016",29,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","GEO","Georgia","2017","2017",29,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","MEX","Mexico","2016","2016",23.7,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","MEX","Mexico","2017","2017",23.9,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","HRV","Croatia","2014","2014",48.4,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","HRV","Croatia","2015","2015",59,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","HRV","Croatia","2016","2016",61.4,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","HRV","Croatia","2017","2017",48.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","EST","Estonia","2014","2014",50.7,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","EST","Estonia","2015","2015",51.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","EST","Estonia","2016","2016",49.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","EST","Estonia","2017","2017",50.4,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","ITA","Italy","2014","2014",38.8,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","ITA","Italy","2015","2015",37.4,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","ITA","Italy","2016","2016",38.7,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","MNE","Montenegro","2015","2015",1.2,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","MNE","Montenegro","2016","2016",1.7,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","MNE","Montenegro","2017","2017",2.9,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","JAM","Jamaica","2015","2015",7.8,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","JAM","Jamaica","2016","2016",7.1,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",50.6,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",38.4,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",45.6,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","SGP","Singapore","2014","2014",56.6,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","SGP","Singapore","2017","2017",61,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LTU","Lithuania","2014","2014",48.4,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LTU","Lithuania","2015","2015",38.8,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LTU","Lithuania","2016","2016",39.1,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LTU","Lithuania","2017","2017",40.4,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","IRL","Ireland","2015","2015",41.4,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","IRL","Ireland","2016","2016",40.7,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","POL","Poland","2014","2014",37.4,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","POL","Poland","2015","2015",25.1,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","POL","Poland","2016","2016",28.6,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","POL","Poland","2017","2017",29.5,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","SVK","Slovakia","2014","2014",59.8,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","SVK","Slovakia","2015","2015",60.6,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","SVK","Slovakia","2016","2016",62.2,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","BEL","Belgium","2014","2014",4.9,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","BEL","Belgium","2016","2016",4.2,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","BEL","Belgium","2017","2017",4.4,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","CZE","Czechia","2015","2015",19.4,,
"ICTSKILLATTACH_F","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)","AZE","Azerbaijan","2017","2017",52.7,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","CYP","Cyprus","2014","2014",58.9,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","CYP","Cyprus","2015","2015",44.6,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","CYP","Cyprus","2016","2016",43.4,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","PRT","Portugal","2015","2015",31.4,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","PRT","Portugal","2016","2016",31.9,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","PRT","Portugal","2017","2017",36.7,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","LUX","Luxembourg","2015","2015",69.8,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","LUX","Luxembourg","2016","2016",72.9,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","LUX","Luxembourg","2017","2017",71.3,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","EGY","Egypt","2014","2014",4.1,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","EGY","Egypt","2015","2015",5,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","EGY","Egypt","2016","2016",26,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","MYS","Malaysia","2017","2017",59.5,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","CYP","Cyprus","2014","2014",48.9,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","CYP","Cyprus","2015","2015",48,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","CYP","Cyprus","2016","2016",44,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AUT","Austria","2014","2014",11.9,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AUT","Austria","2015","2015",7.9,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AUT","Austria","2016","2016",6.1,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AUT","Austria","2017","2017",7.3,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","ESP","Spain","2014","2014",56.6,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","ESP","Spain","2015","2015",53.3,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","ESP","Spain","2016","2016",53.4,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","ESP","Spain","2017","2017",63.1,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","SRB","Serbia","2015","2015",3.7,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","SRB","Serbia","2016","2016",6.6,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","SRB","Serbia","2017","2017",5.5,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","CZE","Czechia","2014","2014",4.1,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","CZE","Czechia","2015","2015",3.3,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","CZE","Czechia","2016","2016",2.9,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","CZE","Czechia","2017","2017",3.9,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","IRL","Ireland","2014","2014",39.4,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","IRL","Ireland","2015","2015",33.8,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","IRL","Ireland","2016","2016",31.6,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","EGY","Egypt","2014","2014",1.5,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","EGY","Egypt","2015","2015",0.9,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","EGY","Egypt","2016","2016",4.2,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","JAM","Jamaica","2015","2015",0.9,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","AZE","Azerbaijan","2017","2017",0.7,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","LVA","Latvia","2015","2015",18.5,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","CZE","Czechia","2014","2014",7.5,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","CZE","Czechia","2015","2015",6.5,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","CZE","Czechia","2017","2017",7,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","SVN","Slovenia","2014","2014",56.2,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","SVN","Slovenia","2015","2015",49.6,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","SVN","Slovenia","2017","2017",54.1,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LUX","Luxembourg","2014","2014",69.2,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LUX","Luxembourg","2015","2015",70,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LUX","Luxembourg","2016","2016",77.2,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","LUX","Luxembourg","2017","2017",74,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","KAZ","Kazakhstan","2015","2015",15.7,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","KAZ","Kazakhstan","2016","2016",13.2,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","KAZ","Kazakhstan","2017","2017",13.8,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","SWE","Sweden","2014","2014",78.7,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","SWE","Sweden","2015","2015",63.1,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","SWE","Sweden","2016","2016",57.6,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","SWE","Sweden","2017","2017",52,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","ROU","Romania","2015","2015",20.1,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","ROU","Romania","2016","2016",21.1,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","IRN","Iran (Islamic Republic of)","2015","2015",2.9,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","IRN","Iran (Islamic Republic of)","2017","2017",8.1,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BGR","Bulgaria","2014","2014",26.9,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","MKD","North Macedonia","2014","2014",53.3,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","MKD","North Macedonia","2015","2015",35.3,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","MKD","North Macedonia","2016","2016",31.1,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","MNE","Montenegro","2015","2015",63,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","MNE","Montenegro","2016","2016",65.6,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","MNE","Montenegro","2017","2017",68.7,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","DNK","Denmark","2015","2015",68,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","DNK","Denmark","2016","2016",67.3,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","DNK","Denmark","2017","2017",56.7,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","SVN","Slovenia","2014","2014",59.5,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","SVN","Slovenia","2016","2016",54.4,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","BHR","Bahrain","2015","2015",37,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","BHR","Bahrain","2016","2016",50,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","BHR","Bahrain","2017","2017",71.2,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","GEO","Georgia","2016","2016",29.5,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","GEO","Georgia","2017","2017",31.3,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","BRA","Brazil","2014","2014",5.6,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","BRA","Brazil","2015","2015",3.2,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","BRA","Brazil","2016","2016",3.3,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","BRA","Brazil","2017","2017",2.9,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","HUN","Hungary","2014","2014",9.6,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","HUN","Hungary","2015","2015",5.3,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","HUN","Hungary","2016","2016",6.1,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","HUN","Hungary","2017","2017",6.7,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","FRA","France","2014","2014",10.9,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","FRA","France","2015","2015",4.5,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","FRA","France","2016","2016",4.6,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","FRA","France","2017","2017",5.6,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","HUN","Hungary","2014","2014",59,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","HUN","Hungary","2015","2015",50.7,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","HUN","Hungary","2016","2016",52.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","FRA","France","2014","2014",64.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","FRA","France","2015","2015",53.5,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","FRA","France","2016","2016",50.9,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","RUS","Russian Federation","2014","2014",23.8,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","RUS","Russian Federation","2015","2015",27.6,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","RUS","Russian Federation","2016","2016",29,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","RUS","Russian Federation","2017","2017",29.6,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AZE","Azerbaijan","2014","2014",0.6,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AZE","Azerbaijan","2015","2015",0.6,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AZE","Azerbaijan","2016","2016",0.6,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","AZE","Azerbaijan","2017","2017",0.7,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","QAT","Qatar","2015","2015",56,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","QAT","Qatar","2017","2017",57.7,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","ISL","Iceland","2014","2014",69.2,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","ROU","Romania","2014","2014",16.2,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","ROU","Romania","2015","2015",9.2,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","ROU","Romania","2016","2016",12.6,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","ROU","Romania","2017","2017",13.7,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","EGY","Egypt","2014","2014",1.3,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","EGY","Egypt","2015","2015",1.5,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","EGY","Egypt","2016","2016",9.1,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","PAK","Pakistan","2016","2016",2.4,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","HUN","Hungary","2014","2014",49.7,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","HUN","Hungary","2015","2015",54.3,,
